date,Strategy_PnL_Daily,Strategy_PnL_Cumulative,SPX_PnL_Daily,SPX_PnL_Cumulative
2016-03-04,0.0,0.0,0.0033059095013543427,0.0033059095013543427
2016-03-07,-0.0168579626972739,-0.0168579626972739,0.0008850044250221512,0.004190913926376494
2016-03-08,-0.011722241631224525,-0.028580204328498424,-0.011240108704340224,-0.00704919477796373
2016-03-09,0.0,-0.028580204328498424,0.005052393318714987,-0.0019968014592487426
2016-03-10,-0.0102089520577005,-0.038789156386198925,0.00015583684385145347,-0.0018409646153972892
2016-03-11,0.0,-0.038789156386198925,0.016395502545776264,0.014554537930378975
2016-03-14,0.0065005417118091,-0.03228861467438983,-0.0012610091039911842,0.01329352882638779
2016-03-15,0.0080731969860065,-0.02421541768838333,-0.0018369610425620353,0.011456567783825755
2016-03-16,0.0,-0.02421541768838333,0.005600392870784177,0.01705696065460993
2016-03-17,0.0,-0.02421541768838333,0.0065952387999328455,0.023652199454542777
2016-03-18,0.0200657325722192,-0.004149685116164131,0.004405588579773578,0.028057788034316355
2016-03-21,0.00790600230851395,0.0037563171923498187,0.0009855677748611402,0.029043355809177496
2016-03-22,0.0,0.0037563171923498187,-0.0008773640085785184,0.028165991800598977
2016-03-23,-0.0187786697247706,-0.01502235253242078,-0.006385988876963622,0.021780002923635355
2016-03-24,-0.0116873630387143,-0.02670971557113508,-0.00037806069592627445,0.02140194222770908
2016-03-28,-0.0129963898916968,-0.039706105462831875,0.0005452027073489241,0.021947144935058005
2016-03-29,0.0,-0.039706105462831875,0.008816671166638201,0.030763816101696206
2016-03-30,0.0,-0.039706105462831875,0.004350343793947387,0.03511415989564359
2016-03-31,0.0,-0.039706105462831875,-0.0020397780953995692,0.033074381800244024
2016-04-01,0.0,-0.039706105462831875,0.006330896132521691,0.039405277932765714
2016-04-04,0.0583426235600149,0.018636518097183023,-0.0032082517199124583,0.036197026212853256
2016-04-05,-0.0228530190040895,-0.004216500906906475,-0.010144569799577008,0.026052456413276248
2016-04-06,0.0,-0.004216500906906475,0.010507683957812652,0.0365601403710889
2016-04-07,-0.0058662495111458,-0.010082750418052275,-0.011975845083371128,0.024584295287717772
2016-04-08,0.0023613342996044997,-0.007721416118447775,0.0027866066574921966,0.02737090194520997
2016-04-11,-0.003876231759264449,-0.011597647877712225,-0.002739792928306284,0.024631109016903685
2016-04-12,-0.0091934809862097,-0.020791128863921926,0.00966214330138726,0.034293252318290945
2016-04-13,0.0,-0.020791128863921926,0.010040160642570406,0.04433341296086135
2016-04-14,0.0013109801496066502,-0.019480148714315276,0.00017287578874580767,0.04450628874960716
2016-04-15,0.0,-0.019480148714315276,-0.00098426141983321,0.04352202732977395
2016-04-18,0.0,-0.019480148714315276,0.006540973600611455,0.050063000930385404
2016-04-19,0.0392170920562087,0.019736943341893423,0.0030845039487379378,0.05314750487912334
2016-04-20,-0.0093825457054155,0.010354397636477924,0.0007616146230007281,0.05390911950212407
2016-04-21,0.005259544352433081,0.015613941988911004,-0.005194063926940662,0.04871505557518341
2016-04-22,-0.005362976434224066,0.01025096555468694,4.7813031919918814e-05,0.04876286860710333
2016-04-25,-0.00023616423005816747,0.010014801324628772,-0.0018120272712495167,0.04695084133585381
2016-04-26,-0.016553239743141372,-0.0065384384185126,0.001872793719674748,0.04882363505552856
2016-04-27,-0.04886830824195373,-0.05540674666046633,0.001649376105560263,0.05047301116108882
2016-04-28,-0.0021123754203679172,-0.05751912208083425,-0.00923084266043006,0.04124216850065876
2016-04-29,-0.0033151200320769665,-0.06083424211291121,-0.00506308380824827,0.03617908469241049
2016-05-02,-0.023481022508842424,-0.08431526462175364,0.007810003389338016,0.043989088081748506
2016-05-03,-0.0031204992798846,-0.08743576390163824,-0.008676727057840061,0.035312361023908445
2016-05-04,-0.0528300414678196,-0.14026580536945782,-0.005936889651395494,0.02937547137251295
2016-05-05,-0.0035695159903326172,-0.14383532135979044,-0.00023889387261577522,0.029136577499897176
2016-05-06,-0.03293522678086964,-0.17677054814066007,0.003174634136826171,0.03231121163672335
2016-05-09,0.0049597817315851,-0.17181076640907497,0.0007534732687128898,0.03306468490543624
2016-05-10,0.0,-0.17181076640907497,0.012483666797817872,0.04554835170325411
2016-05-11,0.0109844559585492,-0.16082631045052578,-0.0095615503816463,0.03598680132160781
2016-05-12,0.0007546030787805,-0.16007170737174528,-0.00016953585925616466,0.035817265462351644
2016-05-13,-0.00036381534355549934,-0.1604355227153008,-0.008478230326872227,0.027339035135479417
2016-05-16,-0.0842745438748914,-0.24471006659019218,0.009796688181920254,0.03713572331739967
2016-05-17,0.0007847876430253,-0.24392527894716687,-0.009411320681679491,0.02772440263572018
2016-05-18,0.037106784558040506,-0.20681849438912636,0.00020515726281145064,0.02792955989853163
2016-05-19,0.0030721792985225335,-0.20374631509060384,-0.0037067243593813526,0.024222835539150278
2016-05-20,0.0,-0.20374631509060384,0.006019489813925416,0.030242325353075694
2016-05-23,-0.0028588624736683,-0.20660517756427213,-0.002085444764948985,0.02815688058812671
2016-05-24,0.0,-0.20660517756427213,0.013681373410675546,0.041838253998802255
2016-05-25,-0.0041996890247461,-0.21080486658901823,0.006974750248066153,0.04881300424686841
2016-05-26,-0.002519626792865599,-0.21332449338188383,-0.0002104719354808493,0.04860253231138756
2016-05-27,0.0,-0.21332449338188383,0.004286876226017977,0.052889408537405536
2016-05-31,0.0138659667984778,-0.19945852658340604,-0.0010004478195001498,0.051888960717905386
2016-06-01,0.0037075689333187,-0.19575095765008735,0.001130207538531991,0.05301916825643738
2016-06-02,0.0,-0.19575095765008735,0.002824710741046177,0.055843878997483554
2016-06-03,0.0,-0.19575095765008735,-0.0029117543676315805,0.05293212462985197
2016-06-06,0.005664263645726,-0.19008669400436135,0.004897266962979874,0.05782939159283185
2016-06-07,0.0,-0.19008669400436135,0.0012894600859958416,0.05911885167882769
2016-06-08,-0.0172881897308952,-0.20737488373525653,0.003309455383901483,0.06242830706272917
2016-06-09,0.0,-0.20737488373525653,-0.0017176941371889187,0.06071061292554025
2016-06-10,0.0,-0.20737488373525653,-0.009175222644506098,0.051535390281034155
2016-06-13,0.0130940588192168,-0.19428082491603973,-0.008115186992800894,0.04342020328823326
2016-06-14,0.0083010940022034,-0.18597973091383632,-0.0017988898829277566,0.041621313405305504
2016-06-15,0.0024283462934969334,-0.18355138462033938,-0.0018406799915194894,0.039780633413786015
2016-06-16,0.0,-0.18355138462033938,0.0031329954139511784,0.042913628827737194
2016-06-17,0.0,-0.18355138462033938,-0.003257956005563112,0.03965567282217408
2016-06-20,0.0,-0.18355138462033938,0.005808171029634712,0.045463843851808794
2016-06-21,0.0,-0.18355138462033938,0.0027121084843393373,0.04817595233614813
2016-06-22,-0.0321419388017485,-0.21569332342208788,-0.001651586959643958,0.04652436537650417
2016-06-23,-0.0579119086460031,-0.273605232068091,0.013364022153492305,0.05988838752999648
2016-06-24,0.026534488737900243,-0.24707074333019077,-0.03591978498287063,0.02396860254712585
2016-06-27,0.020936933785952305,-0.22613380954423848,-0.01809650487628911,0.00587209767083674
2016-06-28,0.015780307437882557,-0.21035350210635592,0.01777020204544777,0.02364229971628451
2016-06-29,0.0030576617573634854,-0.20729584034899243,0.01703264590465059,0.0406749456209351
2016-06-30,0.0191127385737204,-0.18818310177527203,0.013565002390415248,0.05423994801135035
